article_id,citation,year,title,region,study_context,study_type,main_regeneration_frame,root_terms_present,seed_terms_present,root_term_count_rough,seed_term_count_rough,root_terms_location,seed_terms_location,root_treatment_score,seed_treatment_score,root_framing,seed_framing,root_evidence_type,seed_evidence_type,does_article_assume_suckering,does_article_distinguish_seed_vs_sucker,compares_seed_and_sucker,genetic_validation,physical_validation,main_claim_about_regeneration,important_quote_root,important_quote_seed,page_root,page_seed,relevance_to_thesis,notes
AB_0402,Dracup E.C.; Maclean D.A. (2018). Partial harvest to reduce occurrence of American beech affected by beech bark disease: 10 year results,2018,Partial harvest to reduce occurrence of American beech affected by beech bark disease: 10 year results,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0403,Duchesne L.; Moore J.-D.; Ouimet R. (2013). Partitioning the Effect of Release and Liming on Growth of Sugar Maple and American Beech Saplings © 2013 by the Society of American Foresters,2013,Partitioning the Effect of Release and Liming on Growth of Sugar Maple and American Beech Saplings © 2013 by the Society of American Foresters,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0404,Gravel D.; Beaudet M.; Messier C. (2008). Partitioning the factors of spatial variation in regeneration density of shade-tolerant tree species,2008,Partitioning the factors of spatial variation in regeneration density of shade-tolerant tree species,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0405,"Morrison E.W.; Kasson M.T.; Heath J.J.; Garnas J.R. (2021). Pathogen and Endophyte Assemblages Co-vary With Beech Bark Disease Progression, Tree Decline, and Regional Climate",2021,"Pathogen and Endophyte Assemblages Co-vary With Beech Bark Disease Progression, Tree Decline, and Regional Climate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0406,Held M.E. (1983). Pattern of beech regeneration in the east-central United States ( Fagus grandifolia).,1983,Pattern of beech regeneration in the east-central United States ( Fagus grandifolia).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0407,"Pardo L.H.; Semaoune P.; Schaberg P.G.; Eagar C.; Sebilo M. (2013). Patterns in δ15N in roots, stems, and leaves of sugar maple and American beech seedlings, saplings, and mature trees",2013,"Patterns in δ15N in roots, stems, and leaves of sugar maple and American beech seedlings, saplings, and mature trees",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0408,Gora E.M.; Battaglia L.L.; Schumacher H.B.; Carson W.P. (2014). Patterns of coarse woody debris volume among 18 late-successional and mature forest stands in Pennsylvania,2014,Patterns of coarse woody debris volume among 18 late-successional and mature forest stands in Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0409,Ray D.G.; Nyland R.D.; Yanai R.D. (1999). Patterns of early cohort development following shelterwood cutting in three Adirondack northern hardwood stands,1999,Patterns of early cohort development following shelterwood cutting in three Adirondack northern hardwood stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0410,Tourville J.C.; Dovciak M. (2025). Patterns of Herbivory and Resource Utilization of Tree Seedlings Along an Altitudinal Gradient,2025,Patterns of Herbivory and Resource Utilization of Tree Seedlings Along an Altitudinal Gradient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0411,Peterjohn W.T.; Foster C.J.; Christ M.J.; Adams M.B. (1999). Patterns of nitrogen availability within a forested watershed exhibiting symptoms of nitrogen saturation,1999,Patterns of nitrogen availability within a forested watershed exhibiting symptoms of nitrogen saturation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0412,Rooney T.P.; Dress W.J. (1997). Patterns of plant diversity in overbrowsed primary and mature secondary hemlock-northern hardwood forest stands,1997,Patterns of plant diversity in overbrowsed primary and mature secondary hemlock-northern hardwood forest stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0413,Parker R.P.; Hart J.L. (2014). Patterns of riparian and in-stream large woody debris across a chronosequence of southern appalachian hardwood stands,2014,Patterns of riparian and in-stream large woody debris across a chronosequence of southern appalachian hardwood stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0414,Woods K.D. (1984). Patterns of tree replacement: canopy effects on understory pattern in hemlock-northern hardwood forests,1984,Patterns of tree replacement: canopy effects on understory pattern in hemlock-northern hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0415,Almany G.R.; De Arruda M.P.; Arthofer W.; Atallah Z.K.; Beissinger S.R.; Berumen M.L.; Bogdanowicz S.M.; Brown S.D.; Bruford M.W.; Burdine C.; Busch J.W.; Campbell N.R.; Carey D.; Carstens B.C.; Chu K.H.; Cubeta M.A.; Cuda J.P.; Cui Z.; Datnoff L.E.; DÁvila J.A.; Davis E.S.; Davis R.M.; Diekmann O.E.; Eizirik E.; Fargallo J.A.; Fernandes F.; Fukuda H.; Gale L.R.; Gallagher E.; Gao Y.; Girard P.; Godhe A.; GonÇalves E.C.; Gouveia L.; Grajczyk A.M.; Grose M.J.; Gu Z.; HalldÉn C.; HÄrnstrÖm K.; Hemmingsen A.H.; Holmes G.; Huang C.H.; Huang C.-C.; Hudman S.P.; Jones G.P.; Kanetis L.; Karunasagar I.; Karunasagar I.; Keyghobadi N.; Klosterman S.J.; Klug P.E.; Koch J.; Koopman M.M.; KÖppler K.; Koshimizu E.; KrumbÖck S.; Kubisiak T.; Landis J.B.; Lasta M.L.; Lee C.-Y.; Li Q.; Li S.-H.; Lin R.-C.; Liu M.; Liu N.; Liu W.C.; Liu Y.; Loiseau A.; Luan W.; Maruthachalam K.K.; McCormick H.M.; Mellick R.; Monnahan P.J.; Morielle-Versute E.; Murray T.E.; Narum S.R.; Neufeld K.; De Nova P.J.G.; Ojiambo P.S.; Okamoto N.; Othman A.S.; Overholt W.A.; Pardini R.; Paterson I.G.; Patty O.A.; Paxton R.J.; Planes S.; Porter C.; Pratchett M.S.; PÜttker T.; Rasic G.; Rasool B.; Rey O.; Riegler M.; Riehl C.; Roberts J.M.K.; Roberts P.D.; Rochel E.; Roe K.J.; Rossetto M.; Ruzzante D.E.; Sakamoto T.; Saravanan V.; Sarturi C.R.; Schmidt A.; Schneider M.P.C.; Schuler H.; Serb J.M.; SerrÃo E.T.A.; Shi Y.; Silva A.; Sin Y.W.; Sommer S.; Stauffer C.; StrÜssmann C.A.; Subbarao K.V.; Syms C.; Tan F.; Tejedor E.D.; Thorrold S.R.; Trigiano R.N.; Trucco M.I.; Tsuchiya-Jerep M.T.N.; Vergara P.; Van De Vliet M.S.; Wadl P.A.; Wang A.; Wang H.; Wang R.X.; Wang X.; Wang Y.; Weeks A.R.; Wei F.; Werner W.J.; Wiley E.O.; Williams D.A.; Wilkins R.J.; Wisely S.M.; With K.A.; Wu D.; Yao C.-T.; Yau C.; Yeap B.-K.; Zhai B.-P.; Zhan X.; Zhang G.-Y.; Zhang S.Y.; Zhao R.; Zhu L. (2009). Permanent genetic resources added to molecular ecology resources database 1 May 2009-31 July 2009,2009,Permanent genetic resources added to molecular ecology resources database 1 May 2009-31 July 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0416,Schedlbauer J.L.; Paynter S. (2025). Photosynthetic induction and sunfleck responses of three understory tree species in forests of the Mid-Atlantic U.S,2025,Photosynthetic induction and sunfleck responses of three understory tree species in forests of the Mid-Atlantic U.S,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0417,Sefcik L.T.; Zak D.R.; Ellsworth D.S. (2006). Photosynthetic responses to understory shade and elevated carbon dioxide concentration in four northern hardwood tree species,2006,Photosynthetic responses to understory shade and elevated carbon dioxide concentration in four northern hardwood tree species,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0418,McIntire C.D. (2023). Physiological impacts of beech leaf disease across a gradient of symptom severity among understory American beech,2023,Physiological impacts of beech leaf disease across a gradient of symptom severity among understory American beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0419,Hane E.N.; Hamburg S.P.; Barber A.L.; Plaut J.A. (2003). Phytotoxicity of American beech leaf leachate to sugar maple seedlings in a greenhouse experiment,2003,Phytotoxicity of American beech leaf leachate to sugar maple seedlings in a greenhouse experiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0420,"Ramirez S.B.; Dobson F.S.; Steury T.D. (2025). Pilferage risk and selective pilfering of scatterhoarded food in Auburn, Alabama, United States",2025,"Pilferage risk and selective pilfering of scatterhoarded food in Auburn, Alabama, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0421,Carson W.P.; Banta J.A.; Royo A.A.; Kirschbaum C. (2005). Plant communities growing on boulders in the allegheny national forest: Evidence for boulders as refugia from deer and as a bioassay of overbrowsing,2005,Plant communities growing on boulders in the allegheny national forest: Evidence for boulders as refugia from deer and as a bioassay of overbrowsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0422,"Payne J.L.; Young D.R.; Pagels J.F. (1989). Plant community characteristics associated with the endangered northern flying squirrel, Glaucomys sabrinus, in the southern Appalachians",1989,"Plant community characteristics associated with the endangered northern flying squirrel, Glaucomys sabrinus, in the southern Appalachians",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0423,"Beaudet M.; Messier C.; Paré D.; Brisson J.; Bergeron Y. (1999). Possible mechanisms of sugar maple regeneration failure and replacement by beech in the Boise-des-Muir old-growth forest, Quebec",1999,"Possible mechanisms of sugar maple regeneration failure and replacement by beech in the Boise-des-Muir old-growth forest, Quebec",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0424,"Jha S.; Harcombe P.A.; Fulton M.R.; Elsik I.S. (2004). Potential causes of a decline in American beech (Fagus grandifolia ehrh.) in wier woods, Texas",2004,"Potential causes of a decline in American beech (Fagus grandifolia ehrh.) in wier woods, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0425,Zarri E.; Eichholz M.W.; Sierzega K.P. (2020). Potential influences of forest mesophication on corticolous arthropods as a food base for insectivores in eastern deciduous forests,2020,Potential influences of forest mesophication on corticolous arthropods as a food base for insectivores in eastern deciduous forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0426,Tozer D.C.; Nol E.; Burke D.M.; Elliott K.A.; Falk K.J. (2009). Predation by bears on woodpecker nests: Are nestling begging and habitat choice risky business?,2009,Predation by bears on woodpecker nests: Are nestling begging and habitat choice risky business?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0427,"Woods K.D. (2007). Predictability, contingency, and convergence in late succession: Slow systems and complex data-sets",2007,"Predictability, contingency, and convergence in late succession: Slow systems and complex data-sets",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0428,Costello C.M.; Sage Jr. R.W. (1999). Predicting black bear habitat selection from food abundance and forest management systems,1999,Predicting black bear habitat selection from food abundance and forest management systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0429,Costello C.M.; Sage Jr. R.W. (1999). Predicting black bear habitat selection from food abundance under 3 forest management systems,1999,Predicting black bear habitat selection from food abundance under 3 forest management systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0430,Bédard S.; Duchesne I.; Guillemette F.; Deblois J. (2018). Predicting volume distributions of hardwood sawn products by tree grade in eastern Canada,2018,Predicting volume distributions of hardwood sawn products by tree grade in eastern Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0431,"Moore D.B.; Gutierrez Lopez J.; Vadeboncoeur M.A.; Asbjornsen H. (2025). Predicting winter-dormant-season sap flow in deciduous, woody eudicots with wood temperature",2025,"Predicting winter-dormant-season sap flow in deciduous, woody eudicots with wood temperature",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0432,"Beaudet M.; Messier C.; Canham C.D. (2002). Predictions of understorey light conditions in northern hardwood forests following parameterization, sensitivity analysis, and tests of the SORTIE light model",2002,"Predictions of understorey light conditions in northern hardwood forests following parameterization, sensitivity analysis, and tests of the SORTIE light model",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0433,Kochenderfer J.D.; Kochenderfer J.N.; Warner D.A.; Miller G.W. (2004). Preharvest manual herbicide treatments for controlling American Beech in Central West Virginia,2004,Preharvest manual herbicide treatments for controlling American Beech in Central West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0434,Izbicki B.J.; Alexander H.D.; Paulson A.K.; Frey B.R.; McEwan R.W.; Berry A.I. (2020). Prescribed fire and natural canopy gap disturbances: Impacts on upland oak regeneration,2020,Prescribed fire and natural canopy gap disturbances: Impacts on upland oak regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0435,Duchesne L.; Ouimet R. (2009). Present-day expansion of American beech in northeastern hardwood forests: Does soil base status matter?,2009,Present-day expansion of American beech in northeastern hardwood forests: Does soil base status matter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0436,Suffling R.; Evans M.; Perera A. (2003). Presettlement forest in southern Ontario: Ecosystems measured through a cultural prism,2003,Presettlement forest in southern Ontario: Ecosystems measured through a cultural prism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0437,"Delcourt H.R.; Delcourt P.A. (1977). Presettlement magnolia-beech climax of the gulf coastal plain: Quantitative evidence from the Apalachicola river bluffs, north-central Florida",1977,"Presettlement magnolia-beech climax of the gulf coastal plain: Quantitative evidence from the Apalachicola river bluffs, north-central Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0438,"Flinn K.M.; Litwinowicz Z.; Mahany T.P.; Watling J.I. (2025). Presettlement Tree Distributions and Forest Types of Northeast Ohio, USA, Mapped With Species Distribution Models",2025,"Presettlement Tree Distributions and Forest Types of Northeast Ohio, USA, Mapped With Species Distribution Models",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0439,Solarik K.A.; Cazelles K.; Messier C.; Bergeron Y.; Gravel D. (2020). Priority effects will impede range shifts of temperate tree species into the boreal forest,2020,Priority effects will impede range shifts of temperate tree species into the boreal forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0440,Stephens R.B.; Hobbie E.A.; Lee T.D.; Rowe R.J. (2019). Pulsed resource availability changes dietary niche breadth and partitioning between generalist rodent consumers,2019,Pulsed resource availability changes dietary niche breadth and partitioning between generalist rodent consumers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0441,Takahashi K.; Arii K.; Lechowicz M.J. (2007). Quantitative and qualitative effects of a severe ice storm on an old-growth beech-maple forest,2007,Quantitative and qualitative effects of a severe ice storm on an old-growth beech-maple forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0442,"Teale S.A.; Letkowski S.; Matusick G.; Stehman S.V.; Castello J.D. (2009). Quantitative, nondestructive assessment of beech scale (Hemiptera: Cryptococcidae) density using digital image analysis of wax masses",2009,"Quantitative, nondestructive assessment of beech scale (Hemiptera: Cryptococcidae) density using digital image analysis of wax masses",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0443,Kribel J.R.G.; Kolman K.B.; Ware S. (2011). Rapid change in sapling and seedling layers in an otherwise stable hardwood forest: An effect of deer browsing,2011,Rapid change in sapling and seedling layers in an otherwise stable hardwood forest: An effect of deer browsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0444,Fahey T.J. (1998). Recent changes in an upland forest in south-central New York,1998,Recent changes in an upland forest in south-central New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0445,McLachlan J.S.; Clark J.S. (2004). Reconstructing historical ranges with fossil data at continental scales,2004,Reconstructing historical ranges with fossil data at continental scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0446,"Asnani K.M.; Klips R.A.; Curtis P.S. (2006). Regeneration of woodland vegetation after deer browsing in Sharon Woods Metro Park, Franklin County, Ohio",2006,"Regeneration of woodland vegetation after deer browsing in Sharon Woods Metro Park, Franklin County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0447,Gottesman A.J.; Keeton W.S. (2017). Regeneration responses to management for old-growth characteristics in northern hardwood-conifer forests,2017,Regeneration responses to management for old-growth characteristics in northern hardwood-conifer forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
